id,name,release_year,runtime,director,actors
b1536,Fifi Howls from Happiness,2014,96,Mitra Farahani,None
b1537,The Miseducation of Cameron Post,,90,Desiree Akhavan,_Chloë Grace Moretz_Christopher Dylan White_Forrest Goodluck_Jennifer Ehle_John Gallagher Jr._Kerry Butler_Marin Ireland_Owen Campbell_Quinn Shephard_Sasha Lane
b1538,Chico & Rita,2012,94,_Fernando Trueba_Javier Mariscal_Tono Errando,None
b1539,Something in the Air,2013,122,Olivier Assayas,_André Marcon_Carole Combes_Cl_Felix Armand_Hugo Conzelmann_India Menuez_L_Lola Créton_Martin Loizillon_Mathias Renou
b1540,Rebirth,2011,104,James Whitaker,None
b1541,Ain't in It for My Health: A Film About Levon Helm,2013,None,Jacob Hatley,None
b1542,Lost in America,1985,91,Albert Brooks,_Albert Brooks_Julie Hagerty
b1543,The Hunter,2012,90,Rafi Pitts,None
b1544,Lore,2013,109,Cate Shortland,_André Frid_Hans-Jochen Wagner_Kai-Peter Malina_Mika Seidel_Nele Trebs_Saskia Rosendahl_Ursina Lardi
b1545,In America,2003,105,Jim Sheridan,_Djimon Hounsou_Paddy Considine_Samantha Morton
b1546,Morning Sun,2003,117,_Carma Hinton_Geramie Barmé_Richard Gordon,None
b1547,Jesus' Son,2000,107,Alison Maclean,Billy Crudup
b1548,Princess Mononoke,1999,134,Hayao Miyazaki,_Yôji Matsuda_Yûko Tanaka_Yuriko Ishida
b1549,Donnie Brasco,1997,127,Mike Newell,_Al Pacino_Johnny Depp
b1550,When Harry Met Sally...,1989,96,Rob Reiner,_Billy Crystal_Meg Ryan
b1551,Hoosiers,1986,114,David Anspaugh,_Barbara Hershey_Gene Hackman
b1552,Hara-Kiri: Death of a Samurai,2012,126,Takashi Miike,None
b1553,The Army of Crime,2010,139,Robert Guédiguian,None
b1554,Escape from Alcatraz,1979,112,Don Siegel,_Bruce M. Fischer_Clint Eastwood_Frank Ronzio_Fred Stuthman_Fred Ward_Jack Thibeau_Larry Hankin_Patrick McGoohan_Paul Benjamin_Roberts Blossom
b1555,Dirty Wars,2013,87,Rick Rowley,Jeremy Scahill
b1556,Machuca,2005,121,Andrés Wood,None
b1557,Boyz n the Hood,1991,112,John Singleton,None
b1558,Night School,2017,85,Andrew Cohn,_Greg Henson_Melissa Lewis_Shynika Jakes
b1559,3:10 to Yuma,2007,122,James Mangold,_Ben Foster_Christian Bale_Russell Crowe
b1560,Jane Eyre,2011,115,Cary Fukunaga,_Jamie Bell_Mia Wasikowska_Michael Fassbender
b1561,Actress,2014,86,Robert Greene,None
b1562,A Monster Calls,2016,108,Juan Antonio Bayona,_Felicity Jones_Lewis MacDougall_Liam Neeson_Sigourney Weaver_Toby Kebbell
b1563,Machines,2017,71,Rahul Jain,None
b1564,Buck,2011,88,Cindy Meehl,None
b1565,And Everything Is Going Fine,2010,None,Steven Soderbergh,None
b1566,Their Finest,2017,117,Lone Scherfig,None
b1567,Creepy,2016,130,Kiyoshi Kurosawa,None
b1568,Syriana,2005,126,Stephen Gaghan,_Amanda Peet_George Clooney_Matt Damon
b1569,Silent Souls,2011,75,Aleksei Fedorchenko,None
b1570,Djomeh,2001,94,Hassan Yektapanah,_Jalil Nazari_Rashid Akbari
b1571,Heat,1995,170,Michael Mann,_Al Pacino_Jon Voight_Robert De Niro_Val Kilmer
b1572,Guardians of the Galaxy,2014,121,James Gunn,_Bradley Cooper_Chris Pratt_Dave Bautista_Lee Pace_Vin Diesel_Zoe Saldana
b1573,The Baader Meinhof Complex,2009,150,Uli Edel,_Johanna Wokalek_Martina Gedeck_Moritz Bleibtreu_Nadja Uhl
b1574,Roman Holiday,1953,118,William Wyler,_Audrey Hepburn_Eddie Albert_Gregory Peck
b1575,It Felt Like Love,2014,82,Eliza Hittman,None
b1576,Blue Velvet,1986,120,David Lynch,_Dennis Hopper_Isabella Rossellini_Kyle MacLachlan
b1577,Intimate Stories,2005,92,Carlos Sorin,None
b1578,Dreamgirls,2006,130,Bill Condon,_Beyoncé Knowles_Eddie Murphy_Jamie Foxx
b1579,The Road Warrior,1982,94,George Miller,Mel Gibson
b1580,Dogtown and Z-Boys,2002,91,Stacy Peralta,Sean Penn
b1581,Escape from New York,1981,99,John Carpenter,_Kurt Russell_Lee Van Cleef
b1582,The Death and Life of Marsha P. Johnson,2017,105,David France,_Eddie DeGrand_Frances Baugh_Jacques Garon_Jimmy Camicia_Marsha P. Johnson_Matt Foreman_Michael Baden_Rev. Pat Bumgardner_Sylvia Rivera_Victoria Cruz
b1583,Flight,2012,138,Robert Zemeckis,_Bruce Greenwood_Denzel Washington_Nadine Velazquez
b1584,99 Homes,2015,112,Ramin Bahrani,_Andrew Garfield_Clancy Brown_Laura Dern_Michael Shannon_Noah Lomax
b1585,Father of My Children,2010,110,Mia Hansen-Løve,None
b1586,The Lunchbox,2014,104,Ritesh Batra,_Irrfan Khan_Lillete Dubey_Nimrat Kaur_Nowaz
b1587,The Light of the Moon,2017,90,Jessica M. Thompson,_Cara Loften_Catherine Curtin_Christian Barber_Cindy Cheung_Conrad Ricamora_Craig Walker_Heather Simms_Jessica M. Thompson_Michael Stahl-David_Olga Merediz_Stephanie Beatriz_Susan Heyward
b1588,The Death of Louis XIV,2017,115,Albert Serra,None
b1589,Tokyo Waka: A City Poem,2013,63,_John Haptas_Kristine Samuelson,None
b1590,This Ain't California,2013,90,Marten Persiel,None
b1591,Living in Emergency: Stories of Doctors Without Borders,2010,93,Mark N. Hopkins,None
b1592,Shine a Light,2008,122,Martin Scorsese,_Keith Richards_Mick Jagger
b1593,A Very Long Engagement,2004,133,Jean-Pierre Jeunet,_Audrey Tautou_Gaspard Ulliel_Jodie Foster
b1594,This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,2004,89,Michael Almereyda,_Nick Nolte_Sam Shepard_Sean Penn
b1595,Blue Car,2003,96,Karen Moncrieff,_Agnes Bruckner_David Strathairn_Margaret Colin
b1596,The Sleepy Time Gal,2002,108,Christopher Munch,_Jacqueline Bisset_Martha Plimpton
b1597,Ratcatcher,2000,94,Lynne Ramsay,None
b1598,Chuck & Buck,2000,96,Miguel Arteta,_Chris Weitz_Mike White
b1599,La Ciudad (The City),1999,88,David Riker,None
b1600,Menace II Society,1993,97,_Albert Hughes_Allen Hughes,_Larenz Tate_Tyrin Turner
b1601,Cartel Land,2015,100,Matthew Heineman,None
b1602,Soul Power,2009,93,Jeffrey Levy-Hinte,_Don King_James Brown_Muhammad Ali
b1603,An Honest Liar,2015,90,_Justin Weinstein_Tyler Measom,None
b1604,Songs from the Second Floor,2002,98,Roy Andersson,None
b1605,Shotgun Stories,2008,92,Jeff Nichols,None
b1606,Anita O'Day: The Life of a Jazz Singer,2008,90,_Ian McCrudden_Robbie Cavolina,None
b1607,Soul Kitchen,2010,99,Fatih Akin,None
b1608,Housebound,2014,107,Gerard Johnstone,None
b1609,Children of the Revolution,1997,101,Peter Duncan,_Judy Davis_Sam Neill
b1610,The Student,2017,118,Kirill Serebrennikov,None
b1611,The Dog,2014,100,_Allison Berg_Frank Keraudren,None
b1612,We Steal Secrets: The Story of WikiLeaks,2013,130,Alex Gibney,_Adrian Lamo_Julian Assange
b1613,Cinévardaphoto,2005,96,Agnès Varda,None
b1614,Midnight Special,2016,112,Jeff Nichols,None
b1615,Spa Night,2016,93,Andrew Ahn,None
b1616,The Unforeseen,2008,88,Laura Dunn,None
b1617,Undertow,2010,100,Javier Fuentes-León,None
b1618,Tickled,2016,92,_David Farrier_Dylan Reeve,_David Farrier_Dylan Reeve
b1619,Japan,2003,122,Carlos Reygadas,None
b1620,Zhantai,2003,154,Zhang Ke Jia,_Hongwei Wang_Tao Zhao
b1621,Brothers,2005,117,Susanne Bier,_Connie Nielsen_Nikolaj Lie Kaas_Ulrich Thomsen
b1622,The Last Station,2009,112,Michael Hoffman,_Christopher Plummer_Helen Mirren_James McAvoy
b1623,The Guest,2014,99,Adam Wingard,_Dan Stevens_Joel Moore_Leland Orser_Maika Monroe_Sheila Kelley
b1624,Margin Call,2011,105,J.C. Chandor,None
b1625,Listen Up Philip,2014,108,Alex Ross Perry,_Elisabeth Moss_Jason Schwartzman_Jonathan Pryce_Joséphine de La Baume_Krysten Ritter
b1626,Regular Lovers,2007,183,Philippe Garrel,None
b1627,The Ritchie Boys,2006,90,Christian Bauer,None
b1628,The Wonders,2015,110,Alice Rohrwacher,_Alba Rohrwacher_Maria Alexandra Lungu_Sabine Timoteo_Sam Louwyck
b1629,World on a Wire (1973),2011,205,Rainer Werner Fassbinder,_Barbara Valentin_Karl Heinz Vosgerau_Klaus Löwitsch_Mascha Rabben
b1630,Wonder Woman,2017,141,Patty Jenkins,_Chris Pine_Connie Nielsen_Danny Huston_David Thewlis_Eugene Brave Rock_Ewen Bremner_Gal Gadot_Lucy Davis_Robin Wright_Saïd Taghmaoui
b1631,The Breadwinner,2017,94,Nora Twomey,_Ali Badshah_Ali Kazmi_Kane Mahon_Kanza Feris_Kawa Ada_Laara Sadiq_Noorin Gulamgaus_Saara Chaudry_Shaista Latif_Soma Bhatia
b1632,The Hidden Blade,2006,132,Yôji Yamada,_Masatoshi Nagase_Takako Matsu
b1633,The Iron Ministry,2015,82,J.P. Sniadecki,None
b1634,(500) Days of Summer,2009,95,Marc Webb,_Joseph Gordon-Levitt_Zooey Deschanel
b1635,Me and You and Everyone We Know,2005,91,Miranda July,None
b1636,The Secret Lives of Dentists,2003,104,Alan Rudolph,_Campbell Scott_Denis Leary_Hope Davis
b1637,The Revenant,2015,156,Alejandro González Iñárritu,_Domhnall Gleeson_Forrest Goodluck_Leonardo DiCaprio_Tom Hardy_Will Poulter
b1638,Shaun of the Dead,2004,99,Edgar Wright,_Kate Ashfield_Nick Frost_Simon Pegg
b1639,La grande strada azzurra,2001,99,_Gillo Pontecorvo_Maleno Malenotti,_Alida Valli_Yves Montand
b1640,Madadayo,2000,134,Akira Kurosawa,None
b1641,The Virgin Suicides,2000,97,Sofia Coppola,_Josh Hartnett_Kirsten Dunst
b1642,Night Across the Street,2013,110,Raoul Ruiz,None
b1643,House Party,1990,100,Reginald Hudlin,_Christopher Reid_Robin Harris
b1644,Safe,1995,119,Todd Haynes,_Julianne Moore_Xander Berkeley
b1645,Stronger,2017,119,David Gordon Green,_Acei Martin_Bennett Deady_Brina_Carlos Sanz_Clancy Brown_Danny McCarthy_Frankie Shaw_J.P. Valenti_Jake Gyllenhaal_John Pollono_Kate Fitzgerald_Lenny Clarke_Maggie Castle_Michelle Romano_Miranda Richardson_Nate Richman_Owen Burke_Patty O'Neil_Richard Lane Jr._Tatiana Maslany
b1646,Horses of God,2014,115,Nabil Ayouch,None
b1647,Afternoon of a Faun: Tanaquil Le Clercq,2014,91,Nancy Buirski,None
b1648,Wild,2014,115,Jean-Marc Vallée,_Gaby Hoffmann_Laura Dern_Michiel Huisman_Reese Witherspoon
b1649,The Dance of Reality,2014,130,Alejandro Jodorowsky,None
b1650,Reds,1981,195,Warren Beatty,_Diane Keaton_Warren Beatty
b1651,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2009,103,Mark Hartley,None
b1652,Obvious Child,2014,84,Gillian Robespierre,_Cindy Cheung_David Cross_Gabe Liedman_Gaby Hoffmann_Jake Lacy_Jenny Slate_Paul Briganti_Polly Draper_Richard Kind
b1653,Tim's Vermeer,2013,80,Teller,_Penn Jillette_Tim Jenison
b1654,Standing in the Shadows of Motown,2002,116,Paul Justman,_Jack Ashford_Joe Hunter_Uriel Jones
b1655,Iris,2001,91,Richard Eyre,_Jim Broadbent_Judi Dench
b1656,The Original Kings of Comedy,2000,115,Spike Lee,_Bernie Mac_Cedric the Entertainer_D.L. Hughley_Steve Harvey
b1657,The Last Days of Disco,1998,113,Whit Stillman,_Chloë Sevigny_Chris Eigeman_Kate Beckinsale
b1658,Chevalier,2016,105,Athina Rachel Tsangari,_Efthymis Papadimitriou_Giannis Drakopoulos_Giorgos Pyrpassopoulos_Kostas Filippoglou_Nikos Orphanos_Panos Koronis_Sakis Rouvas_Vangelis Mourikis_Yiorgos Kendros
b1659,Reality,2013,116,Matteo Garrone,_Aniello Arena_Claudia Gerini_Giuseppina Cervizzi_Loredana Simioli_Nando Paone_Nello Iorio_Nunzia Schiano_Paola Minaccioni_Raffaele Ferrante_Rosaria D'Urso
b1660,Witness,1985,112,Peter Weir,_Harrison Ford_Kelly McGillis_Lukas Haas
b1661,How to Train Your Dragon 2,2014,102,Dean DeBlois,_America Ferrera_Cate Blanchett_Christopher Mintz-Plasse_Craig Ferguson_Gerard Butler_Jay Baruchel_Jonah Hill_Kristen Wiig
b1662,The Animation Show 2005,2005,85,None,None
b1663,Thoroughbreds,2018,92,Cory Finley,_Anton Yelchin_Anya Taylor-Joy_Chaunty Spillane_Francie Swift_Kaili Vernoff_Lauren Laperriere_Leah Procito_Max Ripley_Odin Lowe_Olivia Cooke_Paul Sparks_Stephanie Atkinson_Svetlana Orlova_Thomas Dings
b1664,The Loneliest Planet,2012,113,Julia Loktev,_Bidzina Gujabidze_Gael García Bernal_Hani Furstenberg
b1665,The Secret of NIMH,1982,82,Don Bluth,_Arthur Malet_Derek Jacobi_Dom DeLuise_Elizabeth Hartman_Hermione Baddeley_Ian Fried_Jodi Hicks_John Carradine_Shannen Doherty_Wil Wheaton
b1666,Nanking,2007,88,_Bill Guttentag_Dan Sturman,None
b1667,Full Metal Jacket,1987,116,Stanley Kubrick,_Matthew Modine_R. Lee Ermey_Vincent D'Onofrio
b1668,Black Souls,2015,103,Francesco Munzi,None
b1669,What We Do in the Shadows,2015,86,_Jemaine Clement_Taika Waititi,_Cori Gonzalez-Macuer_Jemaine Clement_Jonathan Brugh_Taika Waititi
b1670,10 Cloverfield Lane,2016,104,Dan Trachtenberg,_John Gallagher Jr._John Goodman_Mary Elizabeth Winstead
b1671,Bobby Fischer Against the World,2011,93,Liz Garbus,None
b1672,A Dangerous Method,2011,99,David Cronenberg,None
b1673,Ghost in the Shell,1996,83,Mamoru Oshii,_Atsuko Tanaka_Iemasa Kayumi
b1674,Rabbit Hole,2010,91,John Cameron Mitchell,_Aaron Eckhart_Dianne Wiest_Nicole Kidman
b1675,The Last of the Mohicans,1992,112,Michael Mann,_Daniel Day-Lewis_Madeleine Stowe
b1676,American Gangster,2007,157,Ridley Scott,_Denzel Washington_Russell Crowe
b1677,The Royal Tenenbaums,2001,110,Wes Anderson,_Gene Hackman_Gwyneth Paltrow
b1678,Mud,2013,130,Jeff Nichols,_Jacob Lofland_Matthew McConaughey_Michael Shannon_Reese Witherspoon_Sam Shepard_Sarah Paulson_Tye Sheridan
b1679,Nightcrawler,2014,117,Dan Gilroy,_Bill Paxton_Jake Gyllenhaal_Rene Russo
b1680,The Far Side of the Moon,2005,105,Robert Lepage,None
b1681,The Last Emperor,1987,163,Bernardo Bertolucci,_Joan Chen_John Lone_Peter O'Toole
b1682,The Hunger Games: Catching Fire,2013,146,Francis Lawrence,_Jennifer Lawrence_Josh Hutcherson_Liam Hemsworth_Philip Seymour Hoffman
b1683,Submarine,2011,97,Richard Ayoade,None
b1684,Marguerite,2016,129,Xavier Giannoli,_André Marcon_Catherine Frot_Christa Theret_Michel Fau
b1685,Superbad,2007,113,Greg Mottola,_Christopher Mintz-Plasse_Jonah Hill_Michael Cera
b1686,Into the Inferno,2016,104,Werner Herzog,None
b1687,Sophie Scholl: The Final Days,2006,120,Marc Rothemund,_Fabian Hinrichs_Julia Jentsch
b1688,The Lovers,2017,97,Azazel Jacobs,_Aidan Gillen_Debra Winger_Jessica Sula_Melora Walters_Tracy Letts_Tyler Ross
b1689,A Hard Day,2015,111,Seong-hoon Kim,None
b1690,Happy Valley,2014,98,Amir Bar-Lev,None
b1691,Is the Man Who Is Tall Happy?,2013,88,Michel Gondry,_Michel Gondry_Noam Chomsky
b1692,Dead Man's Burden,2013,93,Jared Moshe,None
b1693,Down to the Bone,2005,104,Debra Granik,None
b1694,The Manchurian Candidate,2004,129,Jonathan Demme,_Denzel Washington_Liev Schreiber
b1695,Suzhou River,2000,83,Ye Lou,_Hongshen Jia_Xun Zhou
b1696,The Talented Mr. Ripley,1999,139,Anthony Minghella,_Gwyneth Paltrow_Jude Law_Matt Damon
b1697,The Naked Gun: From the Files of Police Squad!,1988,85,David Zucker,_Leslie Nielsen_O.J. Simpson_Priscilla Presley
b1698,Sound City,2013,108,David Grohl,_Mick Fleetwood_Tom Petty_Trent Reznor
b1699,Greenberg,2010,107,Noah Baumbach,_Ben Stiller_Greta Gerwig
b1700,The Mend,2015,111,John Magary,None
b1701,The Girl with the Dragon Tattoo,2010,152,Niels Arden Oplev,_Ewa Fröling_Michael Nyqvist_Noomi Rapace
b1702,Five Star,2015,83,Keith Miller,None
b1703,For Ahkeem,2017,90,_Jeremy S. Levine_Landon Van Soest,Daje Shelton
b1704,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,Andrew Adamson,_Anna Popplewell_Georgie Henley_Skandar Keynes_Tilda Swinton_William Moseley
b1705,Kids for Cash,2014,102,Robert May,None
b1706,Loveless,2011,92,Ramin Serry,None
b1707,Don't Blink - Robert Frank,2016,82,Laura Israel,None
b1708,Birdboy: The Forgotten Children,2017,76,_Alberto Vázquez_Pedro Rivero,_Andrea Alzuri_Eva Ojanguren_Félix Arcarazo_Iker Diez_Jon Goiri_Jorge Carrero_Josu Cubero_Josu Varela_Maribel Legarreta_Nuria Marín
b1709,The Bad Kids,2016,101,_Keith Fulton_Louis Pepe,None
b1710,Beetle Queen Conquers Tokyo,2010,90,Jessica Oreck,None
b1711,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2017,118,Joseph Cedar,None
b1712,A Family Affair,2016,110,Tom Fassaert,None
b1713,Lucas,1986,100,David Seltzer,_Charlie Sheen_Ciro Poppiti_Corey Haim_Courtney Thorne-Smith_Guy Boyd_Jeremy Piven_Kerri Green_Kevin Wixted_Tom Hodges_Winona Ryder
b1714,OT: Our Town,2003,76,Scott Hamilton Kennedy,None
b1715,Pistol Opera,2003,112,Seijun Suzuki,None
b1716,La Cienaga,2001,103,Lucrecia Martel,_Graciela Borges_Mercedes Morán
b1717,State and Main,2000,105,David Mamet,Rebecca Pidgeon
b1718,Taboo,2000,100,Nagisa Ôshima,None
b1719,The Life and Times of Hank Greenberg,2000,90,Aviva Kempner,None
b1720,The Holy Girl,2005,106,Lucrecia Martel,None
b1721,Young@Heart,2008,107,_Sally George_Stephen Walker,None
b1722,Rango,2011,107,Gore Verbinski,_Isla Fisher_Johnny Depp_Timothy Olyphant
b1723,Repo Man,1984,92,Alex Cox,_Emilio Estevez_Harry Dean Stanton
b1724,Patience (After Sebald),2012,90,Grant Gee,None
b1725,From Nowhere,2017,89,Matthew Newton,None
b1726,Frank,2014,95,Lenny Abrahamson,_Domhnall Gleeson_Maggie Gyllenhaal_Michael Fassbender
b1727,Easy Money,2012,124,Daniel Espinosa,_Dragomir Mrsic_Joel Kinnaman_Lisa Henni_Mahmut Suvakci_Matias Padin
b1728,Invasion of the Body Snatchers,1978,115,Philip Kaufman,_Art Hindle_Brooke Adams_Don Siegel_Donald Sutherland_Jeff Goldblum_Kevin McCarthy_Lelia Goldoni_Leonard Nimoy_Tom Luddy_Veronica Cartwright
b1729,The Art of the Steal,2010,101,Don Argott,None
b1730,Tin Men,1987,112,Barry Levinson,_Barbara Hershey_Bruno Kirby_Danny DeVito_J.T. Walsh_Jackie Gayle_John Mahoney_Richard Dreyfuss_Richard Portnow_Seymour Cassel_Stanley Brock
b1731,"What Happened, Miss Simone?",2015,101,Liz Garbus,None
b1732,Sleepless Night,2012,98,Frédéric Jardin,None
b1733,Fear and Trembling,2004,107,Alain Corneau,None
b1734,Power Trip,2003,86,Paul Devlin,None
b1735,Man on the Train,2003,90,Patrice Leconte,_Jean Rochefort_Jean-François Stévenin_Johnny Hallyday
b1736,Bulworth,1998,108,Warren Beatty,_Halle Berry_Warren Beatty
b1737,Rush,2013,123,Ron Howard,_Chris Hemsworth_Daniel Brühl_Olivia Wilde
b1738,Down by Law,1986,107,Jim Jarmusch,_Billie Neal_Ellen Barkin_John Lurie_L.C. Drane_Nicoletta Braschi_Roberto Benigni_Rockets Redglare_Timothea_Tom Waits_Vernel Bagneris
b1739,Matt Shepard Is a Friend of Mine,2015,89,Michele Josue,None
b1740,Anton Chekhov's The Duel,2010,95,Dover Koshashvili,None
b1741,Boy A,2008,106,John Crowley,_Andrew Garfield_Peter Mullan_Shaun Evans
b1742,The Punk Singer,2013,80,Sini Anderson,_Carrie Brownstein_Joan Jett_Kathleen Hanna_Kim Gordon
b1743,It's Not Yet Dark,2017,81,Frankie Fenton,_Colin Farrell_Ruth Fitzmaurice_Simon Fitzmaurice
b1744,Risky Business,1983,98,Paul Brickman,_Rebecca De Mornay_Tom Cruise
b1745,An Officer and a Gentleman,1982,124,Taylor Hackford,_Debra Winger_Richard Gere
b1746,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,92,_Judith Ehrlich_Rick Goldsmith,None
b1747,Heavy,1996,105,James Mangold,None
b1748,Final Portrait,2018,90,Stanley Tucci,_Armie Hammer_Begona F. Martin_Clémence Poésy_Geoffrey Rush_James Faulkner_Kerry Shale_Martyn Mayger_Philippe Spall_Sylvie Testud_Tony Shalhoub
b1749,The Settlers,2017,107,Shimon Dotan,None
b1750,House of Pleasures,2011,122,Bertrand Bonello,None
b1751,In the Heat of the Night,1967,109,Norman Jewison,_Lee Grant_Rod Steiger_Sidney Poitier_Warren Oates
b1752,Dina,2017,103,_Antonio Santini_Dan Sickles,_Dina Buno_Scott Levin
b1753,The Retrieval,2014,92,Chris Eska,None
b1754,The Trip to Italy,2014,108,Michael Winterbottom,_Claire Keelan_Marta Barrio_Rob Brydon_Rosie Fellner_Steve Coogan
b1755,The Flower of My Secret,1996,103,Pedro Almodóvar,_Juan Echanove_Marisa Paredes
b1756,MC5*: A True Testimonial,2004,120,David C. Thomas,None
b1757,Knafayim Shvurot,2004,87,Nir Bergman,_Maya Maron_Nitai Gvirtz_Orly Silbersatz Banai
b1758,Lovely & Amazing,2002,91,Nicole Holofcener,_Brenda Blethyn_Catherine Keener
b1759,Joy Ride,2001,97,John Dahl,Leelee Sobieski
b1760,The Boxer,1997,113,Jim Sheridan,None
b1761,THX 1138,1971,86,George Lucas,_Donald Pleasence_Robert Duvall
b1762,Lambert & Stamp,2015,117,James D. Cooper,_Chris Stamp_Kit Lambert_Pete Townsend_Roger Daltrey
b1763,Charlie's Country,2015,108,Rolf de Heer,None
b1764,Attack the Block,2011,88,Joe Cornish,_Alex Esmail_Jodie Whittaker_John Boyega
b1765,Notes on Blindness,2016,90,_James Spinney_Pete Middleton,None
b1766,Ballplayer: Pelotero,2012,77,_Jonathan Paley_Ross Finkel_Trevor Martin,_Jean Carlos Batista_John Leguizamo_Miguel Angel Sano
b1767,Diamond Tongues,2016,100,_Brian Robertson_Pavan Moondi,None
b1768,Terror's Advocate,2007,135,Barbet Schroeder,_Jacques Vergès_Klaus Barbie
b1769,I don't feel at home in this world anymore.,2017,93,Macon Blair,None
b1770,Dark Horse,2016,85,Louise Osmond,None
b1771,Sweet Land,2006,110,Ali Selim,None
b1772,Muscle Shoals,2013,111,Greg 'Freddy' Camalier,_Aretha Franklin_Gregg Allman_Rick Hall_Roger Hawkins
b1773,Mala Mala,2015,87,_Antonio Santini_Dan Sickles,_Alberic Prados_Denise 'Sandy' Rivera_Ivana Fred_Jason Carrión_Paxx Moll_Queen Bee Ho_Samantha Close_Sophia Voines_Soraya Santiango Solla
b1774,Honey,2014,96,Valeria Golino,None
b1775,Misery,1990,107,Rob Reiner,_James Caan_Kathy Bates
b1776,Harry Dean Stanton: Partly Fiction,2013,77,Sophie Huber,None
b1777,In Between Days,2007,83,So Yong Kim,None
b1778,Win Win,2011,106,Thomas McCarthy,_Amy Ryan_Jeffrey Tambor_Paul Giamatti
b1779,A Talking Picture,2004,96,Manoel de Oliveira,None
b1780,Clean,2005,90,Olivier Assayas,_Maggie Cheung_Nick Nolte
b1781,David Lynch: The Art Life,2017,88,_Jon Nguyen_Olivia Neergaard-Holm_Rick Barnes,None
b1782,Heaven Knows What,2015,94,_Ben Safdie_Joshua Safdie,_Arielle Holmes_Caleb Landry Jones
b1783,The Son of Joseph,2017,113,Eugène Green,None
b1784,Touch the Sound: A Sound Journey with Evelyn Glennie,2005,99,Thomas Riedelsheimer,None
b1785,Girl on the Bridge,2000,90,Patrice Leconte,_Daniel Auteuil_Vanessa Paradis
b1786,Croupier,2000,94,Mike Hodges,Clive Owen
b1787,Jing Ke ci Qin Wang,1999,162,Kaige Chen,_Fengyi Zhang_Li Gong_Zhou Sun
b1788,The Cider House Rules,1999,126,Lasse Hallstrom,_Charlize Theron_Michael Caine_Tobey Maguire
b1789,Tumbleweeds,1999,102,Gavin O'Connor,_Janet McTeer_Kimberly J. Brown
b1790,Félicité,2017,129,Alain Gomis,_Célestin Mokono_Diplome Amekindra_Elbas Manuana_Ferdinand Minga_François Kasonga_Gaetan Claudia_Nadine Ndebo_Papi Mpaka_Prince Mbasi_Véro Tshanda Beya Mputu
b1791,Goodbye to Language 3D,2014,70,Jean-Luc Godard,_Christian Gregori_H_Jessica Erickson_Kamel Abdeli_Richard Chevallier_Zoé Bruneau
b1792,Time to Choose,2016,100,Charles Ferguson,None
b1793,Infernal Affairs,2004,101,_Alan Mak_Wai-keung Lau,_Andy Lau_Anthony Wong Chau-Sang_Tony Leung Chiu Wai
b1794,Bernie,2012,104,Richard Linklater,_Jack Black_Matthew McConaughey_Shirley MacLaine
b1795,Chasing Ice,2012,80,Jeff Orlowski,None
b1796,Bridesmaids,2011,125,Paul Feig,_Kristen Wiig_Maya Rudolph_Rose Byrne
b1797,Tibet: Cry of the Snow Lion,2003,104,Tom Piozet,None
b1798,The Invisible Woman,2013,111,Ralph Fiennes,_Felicity Jones_Kristin Scott Thomas_Ralph Fiennes_Tom Hollander
b1799,The Muppets,2011,98,James Bobin,None
b1800,Time Out of Mind,2015,120,Oren Moverman,_Ben Vereen_Jena Malone_Richard Gere
b1801,Darkest Hour,2017,125,Joe Wright,_Adrian Rawlins_Anna Burnett_Beatrice Stein_Ben Mendelsohn_Charley Palmer Merkell_David Schofield_Gary Oldman_Hannah Steele_Hilton McRae_Jordan Waller_Kristin Scott Thomas_Lily James_Nicholas Jones_Philip Martin Brown_Pip Torrens_Richard Lumsden_Ronald Pickup_Samuel West_Stephen Dillane
b1802,An Inconvenient Truth,2006,100,Davis Guggenheim,Al Gore
b1803,The Beat That My Heart Skipped,2005,108,Jacques Audiard,_Aure Atika_Emmanuelle Devos_Jonathan Zaccaï_Linh Dan Pham_Niels Arestrup_Romain Duris
b1804,I Shot Andy Warhol,1996,103,Mary Harron,Lili Taylor
b1805,Stefan Zweig: Farewell to Europe,2017,106,Maria Schrader,_Barbara Sukowa_Charly Hübner_Cristina do Rego_Harvey Friedman_Ivan Shvedoff_Josef Hader_Lenn Kudrjawizki_Matthias Brandt_Nahuel Pérez Biscayart_Tómas Lemarquis
b1806,Our Little Sister,2016,128,Hirokazu Koreeda,_Haruka Ayase_Kaho_Masami Nagasawa_Suzu Hirose
b1807,Mapplethorpe: Look at the Pictures,2016,108,_Fenton Bailey_Randy Barbato,None
b1808,I'll See You in My Dreams,2015,92,Brett Haley,_Blythe Danner_June Squibb_Malin Åkerman_Martin Starr_Mary Kay Place_Reid Scott_Rhea Perlman_Sam Elliott
b1809,Detective Dee and the Mystery of the Phantom Flame,2011,119,Hark Tsui,None
b1810,The Strange Case of Angelica,2010,97,Manoel de Oliveira,None
b1811,Enchanted,2007,107,Kevin Lima,_Amy Adams_James Marsden_Susan Sarandon
b1812,Lady Vengeance,2006,112,Chan-wook Park,None
